nomacheteur,records
"Conseil départemental de l'Orne
Secrétariat général
Direction des achats de la logistique",2
Déchèteries,2
Crous de Nantes Pays de la Loire,2
rectorat de Nantes,2
SDAEP 22,2
Ehpad Residence Ti Aieul,2
SAR de la Cour d'appel de Rennes,2
MAIRIE DES CLAYES SOUS BOIS,2
"Ministère de l'Intérieur, Préfecture de Normandie",2
ENSTA Campus de Brest,2
"Syndicat mixte Arguenon Penthièvre, usine de production d'eau potable",2
ATDEC de Nantes Métropole,2
Mairie de Vern-sur-Seiche,2
CNAM - Conservatoire national des arts et métiers,2
Centre Communal d'Action Sociale de Laval,2
Ville de Colombelles,2
COUR D'APPEL DE BORDEAUX - Service Administratif Interrégional,2
Etablissement public Foncier de Loire Atlantique (EPF44),2
COMITE DU DEBARQUEMENT,2
Commune de L'Aigle,2
ENEZ SUN ENERGIES (ENEZ SUN ENERGIES) (ENSE),2
SEVEDE (Syndicat d'Elimination et de Valorisation Energétique des Déchets de l'Estuaire),2
Commune de Villennes sur Seine,2
Syndicat Mixte de la Base de Plein Air et de Loisirs de Léry-Poses,2
Brest Métropole aménagement SEM dans le cadre d'un groupement de commandes avec BMa SPL,2
DEPARTEMENT DE MAINE ET LOIRE,2
Haut-Léon Communauté,2
SEMBREIZH agissant au nom et pour le compte du Département des Côtes d&#039;Armor,2
PFC-O de Rennes,2
"CENTRE DEPARTEMENTAL DE L'ENFANCE DE LA MANCHE
1 Rue du Pot d'Airain
50000 SAINT LÔ",2
C.C.A.S. de la Mairie de Mondeville,2
CCI NANTES - SAINT-NAZAIRE,2
OPTIMARCHE,2
commune de SAINT-PIERRE-LA-COUR,2
GIP ATLANPOLE (44),2
CARSAT BRETAGNE,2
Mutualisation des Achats au Service de l'Habitat (MASH),2
DREAL BRETAGNE (SCEAL),2
ECOLE DE MANAGEMENT DE NORMANDIE OU EM NORMANDIE,2
Centrale de Stockage par Batteries de Cazerie représentée par Vensolair,2
SMAEPA ENTRE BRESLE ET YERES,2
Groupement CISN,2
MUSEE NATIONAL DE LA MARINE,2
ROUEN NORMANDIE EVENEMENTS,2
Ville De Poitiers,2
"Terres de Montaigu, Communauté d'agglomération",2
S3T'ec,2
EnR44,2
SEM Energ’iV,2
VILLE DE NANTES,2
COMMUNE DE THURY-HARCOURT-LE-HOM,2
"Communauté de communes des Pays de L'AIGLE
5, Place du Parc
Pôle administratif
61300 L'AIGLE",2
CC Vallées de l'Orne et de l'Odon,2
SDIS 49 - MAINE ET LOIRE,2
PNR Marais du Cotentin et du Bessin,2
CH LE NEUBOURG,2
Conservatoire National des Arts et Métiers,2
Intercom de la Vire au Noireau,2
Mairie de PLERIN,2
CASIER JUDICIAIRE NATIONAL,1
Mairie de Parigné l'Evêque,1
CHAMBRE D'AGRICULTURE DE MAINE ET LOIR,1
Commune de Plouhinec,1
Ville de Grossoeuvre,1
Mairie de Favrieux,1
CC du canton de SAINT-MALO-DE-LA-LANDE,1
MINDEF/DGA/DE/CAEPE,1
COMMUNE DAMPSMESNIL,1
CCAS-FLPA de Saint Sylvain d'Anjou,1
Syndicat Mixte Caen-Métropole,1
Syndicat scolaire région de Troarn,1
Cté Cnes du Pays Glazik,1
CCSMG,1
Cci de morlaix,1
SMPEP DU DOMFRONTAIS ET DU PASSAIS,1
INSTITUT DEPARTEMENTAL ALBERT CALMETTE,1
Syndicat Départemental d'Energies de l,1
Ville d'Harfleur,1
ASA de la vallée d'Aure inférieure,1
Coglais Communauté,1
Ville de Mortagne sur Sèvre,1
MAIRIE DE BOIS LE ROY,1
cté de communes Loue Brûlon Noyen,1
EPA JULES GUESDE,1
Commune de Carnac,1
DGA Essais de missiles,1
SIVU Logements Foyers,1
GIP Havre 2017,1
Commune de la Verrie,1
S.I.H Blanchisserie d'Harcourt,1
MINDEF/EMA/DCSCA/CESCOF/Antenne Navale,1
Institut Geographique National,1
Communauté de communes de Fécamp,1
Institution du bassin de la Sienne,1
SYNDICAT INTERCOMMUNAL BASSE VESGRE,1
Trois Moulins Habitat,1
CRMA PAYS DE LA LOIRE,1
SIBV Béthune,1
Mairie d'Ambleville,1
EHPAD LES MYOSOTIS,1
Ville de Sautron,1
Syndicat Mixte Angers Nantes Opéra,1
Caen habitat,1
MAIRIE DE BANNALEC,1
DREAL de Haute Normandie,1
commune de saint maurice d'etelan,1
Lycée Philippe Lamour,1
Cté de Cnes du Plateau de Lommoye,1
SIAGM,1
Syndicat mixte bassin du LAY,1
RESIDENCE LES ACACIAS,1
Centre Hospitalier de lesneven,1
Centre hospitalier Robert Bisson,1
Ville de Fresnay sur Sarthe,1
Mairie d'ANGIENS,1
SEMAEB56,1
CCI de Caen,1
Communauté de Communes Rurales du Sud,1
C.A.F. du Calvados,1
Conseil général de l'Isère,1
SGEAU dans l'agglo. de Château-Gontier,1
SIROM DE PORT EN BESSIN HUPPAIN,1
MAIRIE DU BOULAY MORIN,1
RESIDENCES SAINT ALEXANDRE,1
SA HLM Coutances-Granville,1
COMMUNE DE HEUQUEVILLE,1
Communauté Communes Canton de Noyant,1
RESTAURANT ADMINISTRATIF GRANVILLE,1
Cté de cnes de Montrevel-en-Bresse,1
Mairie de LIGNEROLLES,1
Pays Risle-Charentonne,1
Centre de Gestion de la FPT de Vendée,1
La Mailleraye sur Seine,1
SIAEPA de Manneville-la-Goupil,1
HOPITAL DE LA CORNICHE ANGEVINE,1
Institut Mines-Télécom,1
Communauté de Communes de Vire,1
GIP MDPH DU CALVADOS,1
ECOLE NATIONALE DE LA MAGISTRATURE,1
Ville de Theix,1
Commune de Lanhouarneau,1
EHPAS Le Jardin des Magnolias,1
Vallons de Haute Bretagne Communauté,1
CENTRE HOSPITALIER DE LA GUERCHE DE BR,1
Centre Régional de Formation,1
DDT 53,1
CCAS Brem sur Mer,1
PANSN,1
SGAR - Mission achats,1
SIVOM TREMBLAY SERAZEREUX,1
EPSMS VALLEE DU LOCH,1
Hôpital Groupement pharmaceutique,1
EHPAD Résidence de l'Yze,1
COMMUNE DE GRATOT,1
GIP RCMC,1
DDT de Meurthe-et-Moselle,1
GPM de Nantes Saint-Nazaire,1
SYNDICAT INTERCOMMUNAL D AMENAGEMENT E,1
Lycée Nelson Mandela,1
Commune de SAINT CHRISTOPHE DU FOC,1
COMMUNE DE JUVIGNY LE TERTRE,1
Port de Cherbourg SAS,1
SIVOM DE LA BASSE VALLEE DU LOIR,1
Commune de Néhou,1
Direction Inter-Régionale de la Mer,1
SPEC SAS,1
Mairie de Saint-Romain de Colbosc,1
COMMUNE MANNEVILLE-SUR-RISLE,1
SYNDICAT D'EAU DE LA VALLEE DU CHER,1
Commune de Dirinon,1
MAIRIE DE SANSAIS,1
COMMUNE DE LANNEDERN,1
Mairie de GIVERNY - 27620,1
Centre Hospitalier Dr de Tersannes,1
Ville d'Ymare,1
DDFiP du Val d'Oise,1
Mairie de Mézidon-canon,1
SIVS Boinville en Mantois,1
SYNDICAT INTERCOMMUNAL DE LA MADELINE,1
Ploermel,1
MAISON DE RETRAITE D'AUDIERNE,1
Commune de Fauville en Caux,1
MAIRIE DE MAILLEZAIS,1
Mairie de Boissy-Lamberville,1
commune de Saint Aubin d'Ecrosville,1
CPAM de la Charente Maritime,1
mairie de la flocellière,1
CCIT DU PAYS D'ARLES,1
MAISON DE RETRAITE,1
UGECAM Ile de France,1
CRCI de Basse-Normandie,1
Préfecture de l'Orne,1
Commune de ROCHESERVIERE,1
COMMUNE DE LA MERLATIERE,1
Parc national des Calanques,1
MAIRIE DE LINDEBEUF,1
MAIRIE DAUBEUF LA CAMPAGNE,1
Ville de Saint Martin en Campagne,1
Préfecture du calvados,1
Ville du Boulay,1
SMBV Valmont Ganzeville,1
MAIRIE DE BOUVILLE,1
Commune de Bourgneuf en Mauges,1
S.I.C.C. Gendarmerie Fauville en Caux,1
SCN Musée du Moyen Age,1
Ecole de Management de Normandie,1
SITOM des cantons de Coutances et St M,1
Commune de COTTEVRARD,1
COMMUNAUTE DE COMMUNES DE CAMBREMER,1
Préfecture de seine-maritime,1
SIRTOM DU PERCHE ORNAIS,1
Centre hospitalier de Longué,1
Mairie de Venon,1
COMMUNE DE LE VERGER,1
CENTRE HOSPITALIER DE JANZE,1
restaurant administatif loudeac,1
Cdc Bessin Seulles et Mer,1
SIEMM,1
MAIRIE DE PIRIAC,1
OBSERVATOIRE DE PARIS,1
SIRE 2ème section,1
Syndicat intercommunal du Cranou,1
COMMUNE DE LA BOUEXIERE,1
SIRGES,1
PREFECTURE DE MAINE ET LOIRE,1
ciclop,1
Agence des participations de l'Etat,1
Préfecture de région Basse-Normandie,1
Cour d'Appel de Bordeaux,1
Assoc restau adminis serv fiscaux,1
Cté cnes des trois rivières,1
Communauté de communes Perche Sud,1
SIVU DU PAYS DE L'AIGLE,1
Mairie de Plougoumelen,1
COMMUNE DE CAMPENEAC,1
HOPITAL MARESCOT,1
Agence regionale de sante,1
Lorient Habitat,1
ALEFPA,1
CDC DU PAYS FERTOIS,1
ville de Mûrs-Erigné - Hôtel de Ville,1
COMMUNE DE SAINT MALO DE LA LANDE,1
Mairie de brelidy,1
Syndicat de bassin oudon nord,1
MAIRIE ST OUEN DU BREUIL,1
Ville de Guernes,1
commune de ALLIERES,1
Commune de Meucon,1
Commune de Bénodet,1
Ville de Ploudalmezeau,1
Communauté de Communes d'Athis,1
MR Letort La Chevronnais,1
SERGEP,1
Mairie de Sarzeau,1
RAMBOUILLET TERRITOIRES,1
Commune de FERRIERS HAUT CLOCHER,1
SIPIAP,1
Commune de Nassandres,1
mairie de L'Aigle,1
Syndicat Mixte du Pré-Bocage,1
Relais d'sciences,1
Mairie THORIGNE D'ANJOU,1
SEM 47,1
GRAND PORT MARITIME DU HAVRE,1
PARC DE LA DEAL DE MAYOTTE,1
INRA - Formation permanente nationale,1
MAIRIE DE LE GROS THEIL,1
Syndicat Mixte Cotentin Traitement,1
Communauté de Communes du Val de Braye,1
Commune de l'Île de Bréhat,1
URSSAF de Loire-Atlantique,1
Ville de Saint-Xandre,1
photonics bretagne,1
EPD Blanche de Fontarce,1
SIEML - Syndicat Intercommunal d'Energ,1
Syndicat Mixte de la Bergerie,1
Résidence Les Magnolias,1
SMAEPADN,1
Ville de St Jouin-bruneval,1
SMBV FONTAINE CABOTERIE ST MARTIN DE B,1
siaepap de l'andelle et ses plateaux,1
Commune de Milly,1
Mairie de GUER,1
OPH DE LA FERTE BERNARD,1
MAIRIE ECOUIS,1
Mairie de Saint Pair sur mer,1
SEVRAVAL SI Sèvre Aval Maine et Afflu,1
EHPAD L'Argance,1
MAIRIE DE MESNIL-RAOUL,1
cc de Mauron en Brocéliande,1
CONSEIL GENERAL DES COTES D'ARMOR,1
Commune de Naintré,1
RSI Bretagne,1
Sympec,1
EPLEFPA Saint Jean Brevelay,1
Syndicat Intercommunal d'Assainssement,1
les rosiers sur loire,1
COMMUNE DE SAINT MICHEL MONT MERCURE,1
COMMUNE DE QUERRIEN,1
Commune de Saint Brieuc-des-Iffs,1
Carmi - Est,1
CCI Fécamp Bolbec,1
SIEA SERVICE DES EAUX,1
Mairie de Saint Pierre sur Dives,1
Ville de Gestel,1
Préfecture d'Eure-et-Loir,1
Communauté de Commune Yères & Plateaux,1
DRJSCS Bretagne,1
Mairie de BREHAL,1
Saint-Jean-Communauté,1
CdC du BOCAGE CENOMANS,1
Syndicat mixte ouvert niort terminal,1
Communauté de Communes du Val d'Huisn,1
SIVOS CHARLEMAGNE,1
Ville de CHALONNES SUR LOIRE,1
Commune de Mousseaux-Neuville,1
CC des Olonnes,1
CAF de l'Hérault,1
MAIRIE D'ORVILLIERS,1
Syndicat mixte base de plein air,1
MAIRIE DE HANVEC,1
Chambre Agriculture de l'Orne,1
DRPJJ Nord Pas-de-Calais,1
commune de LOCMIQUELIC,1
Commune de Coëx,1
Mairie de Quintin,1
Université Paris est,1
SMEOM du Secteur de Luçon,1
CDC Loué-Brûlon-Noyen,1
SAEP DE LA REGION D' HONDOUVILLE,1
Chambre d'agriculture Vienne,1
Mairie d'Esquennoy,1
COMMUNE DE TUFFE,1
Mairie de Mery-Corbon,1
Mairie de Ferrieres en Bray,1
Ministère de l'Enseignement Supérieur,1
Cté de Cnes du Pays de Combray,1
COMMUNE DE LA CHAPELLE DES MARAIS,1
Communauté de Communes de Beaumesnil,1
CC du Bocage Mayennais,1
Mairie de BEAUMONT LE ROGER,1
SIHVI,1
LINTERCOM,1
Maison de Retraite de CAULNES,1
CCI ALENCON,1
Commune de COUDRES,1
Défense Etat Major des Armées,1
Commune de Talmont-Saint-Hilaire,1
cias,1
SIAEP Loir et Sarthe,1
COMMUNE DE SAINT-LAURENT-LA-GÂTINE,1
Commune de BORNAMBUSC,1
EHPAD Résidence Val de Chevré,1
MAIRIE DE CROISILLES,1
SIDERO,1
Informatique CDC,1
Mairie de Brain sur l'Authion,1
mairie de Moult,1
Mairie de THIBERVILLE,1
Centre national de la danse,1
MEDDE,1
Siaep De Creances Pirou,1
COMMUNE LES HERMITES,1
SIAEP Sours-Voise,1
CCAS EHPAD les Bruyères,1
MAIRIE DE CHATEAUNEUF SUR SARTHE,1
Mairie de BollÃ-ne,1
Commune de Le Tilleul Othon,1
COM COM COEUR D'ESTUAIRE,1
commune de fréville,1
CCI Centre et Sud Manche,1
commune de Courseulles sur Mer,1
SYNDICAT IRRIGATION VAL AUTHION,1
MAIRIE DE SAINT-SAUVANT,1
siaep de st malo de la lande,1
Ville de Saint-Philbert-de-Grand-Lieu,1
Ville de Lampaul-Plouarzel,1
Région Ile de France,1
COMMUNE DE CANDE,1
Commune de Maresché,1
Cté Cnes Rurales du Sud de l'Eure,1
ANFH,1
MJ - CASIER JUDICIAIRE NATIONAL,1
Communauté de com du Canton d'Aumale,1
Mairie d'Andé,1
CCAS de PONT-L'ABBE,1
MAIRIE DE BENET,1
MAIRIE DE ST SULPICE LA FORET,1
Ville de Toulon,1
GCS,1
Mairie ANNEVILLE AMBOURVILLE,1
SIAEP du Marais Breton et des Iles,1
Ville de Vivonne,1
CARSAT Centre Ouest,1
SIAEP DES Coëvrons,1
Syndicat mixte pour le SCoT du Bocage,1
MAIRIE DE BERTHENAY,1
Syndicat d'entretien de voirie,1
Syndicat de la Vire et du Saint-Lois,1
EHPAD Montfort,1
Syndicat des eaux de St Pabu,1
COMMUNAUTE DE COMMUNES DU VAL DE SEE,1
DDFIP de l'EURE (27),1
Syndicat Mixte du Canton des Sables d',1
Sirtom Isigny Trévieres,1
SEGREEN SIAEP,1
EPLEFPA LE GROS CHENE,1
Commune de La Flocellière,1
VILLE DE CARENTAN-LES-MARAIS,1
Commune de Helleville,1
Communauté de communes de Montmartain,1
Institut régional d'Administration,1
Commune de Saint Germain sur Ay,1
Commune de Villaines-les-Rochers,1
LYCEE CHAPTAL,1
Syndicat du Dué et du Narais,1
Ville de Saint-Gervais,1
Commune de Bressuire,1
CCAS DE SAINT AVE,1
Commune de Rosporden,1
Maison de l'Estuaire,1
Syndicat Interdép de l'Eau Seine Aval,1
Com. Com du Pays Fouesnantais,1
Synd mixte voie verte alencon conde,1
Mairie de Graimbouville,1
PERCY EN NORMANDIE,1
cour d'appel de Versailles,1
commune de Saint Martin le Gaillard,1
Ville de Saint-André de l'Eure,1
Direction Dépar de la Cohésion Sociale,1
SIVU-Beaurepaire-Mesnard-Barotière,1
Communauté de Communes Blavet Bellevue,1
Conseil général de l'Aube,1
ASAD DU VAL DE SAIRE,1
MAIRIE DE PERNAY,1
Commune de Digulleville,1
Mairie de Quelaines Saint Gault,1
commune de Courdemanche,1
EHPAD Catherine de Courtoux,1
EHPAD de Montmirail,1
COMMUNAUTE DE COMMUNES DU HAUT TREGOR,1
Josselin Communauté,1
CNRS DELEGATION ALPES,1
Commune Saint-thegonnec Loc-Eguiner,1
CHIC des Andaines,1
Commune de BUEIL,1
Commune de Saint Georges de Montaigu,1
SIRE1,1
Commune de Nort sur Erdre,1
AROSHA,1
LYCEE LAENNEC,1
CTECA,1
CARENTAN LES MARAIS,1
S I 2 B,1
Syndicat Mixte SCoT Nord Pays d'Auge,1
CCAS de Saint Barthelemy-d'Anjou,1
SIAEPA O2 Bray,1
Mairie d'ESNANDES,1
SAEPA Longueville Est,1
Mairie de Theix-Noyalo,1
Conseil général des Hautes-Alpes,1
SIIVE,1
Hôpital Local de Doué-la-Fontaine,1
Commune de Tyrosse,1
BREST METROPOLE AMENAGEMENT,1
Ville de Boutigny Prouais,1
CIAS DU PAYS DE SAINTE HERMINE,1
COM DE COMMUNES DE LA PRESQU IL CROZON,1
COMMUNE DE BEZU LA FORET,1
COMMUNAUTE COMMUNES CANT DE BEUZEVILLE,1
Centre.Hospitlier St Romain de Colbosc,1
AS du Canal de Manosque,1
Cté de communes de l'andelle,1
COMMUNE D HAUTOT SUR SEINE,1
Commune de Monsireigne,1
Ville de Chartres de Bretagne,1
SI LYC GALILEE FRANQUEVILLE ST PIERRE,1
COMMUNE DE ACIGNE,1
Syndicat Mixte Sud Rhone Environnement,1
EHPAD PIERRE MONDINE,1
COMMUNE DE LA BOISSIERE DE MONTAIGU,1
Smitom de Launay Lantic,1
COM DE COMMUNES D AMFREVILLE LA CGNE,1
Malherbe sur ajon,1
COMMUNE DE MARIGNY MARMANDE,1
commune de Courcelles sur seine,1
Commune de Plescop,1
COMMUNE DE LA CHAPELLE GAUGAIN,1
LE SAVOIR ET LE FER,1
lycée Sadi Carnot Jean Bertin,1
COMMUNE DE LA HOUSSAYE BERANGER,1
COMMUNE DE MESLAY LE GRENET,1
EHPAD RESIDENCES LES LIGERIENNES,1
Commune d'Authon-du-Perche,1
Syndicat des Transports Ile-de-France,1
COMMUNE DE MARSEILLE EN BEAUVAISIS,1
S. d'Ordures Menagères d'Eure et Loire,1
COMMUNE DE MONTREUIL SUR MAINE,1
mairie mesnil esnard,1
SIDPEP de Perseigne et du Saosnois,1
GIP FORM CONTINUE INSERT PR EXPERIENCE,1
SYNDICAT MIXTE DE L'AILETTE,1
Commune de Bennecourt,1
EPLEFPA DE DOUAI,1
Commune de La Gaubretière,1
Commune de Mellionnec,1
SYNDICAT MIXTE DU SCOT DU PAYS DU MANS,1
EPMS RESIDENCE DU COADOU FOYER DE VIE,1
Gendarmerie des Tranports Aériens,1
COMMUNE DE VIRONVAY,1
Assoc.régionale pour l'habitat social,1
COMMUNE DE MAURE DE BRETAGNE,1
COMMUNE DE BARNEVILLE SUR SEINE,1
COMMUNE DE SAINT DENIS DU PAYRE,1
SA LA RANCE,1
Mairie de CHEPNIERS,1
GRETA DE VENDEE,1
GCSMS PRESQUILE,1
COMMUNE D ETREVILLE,1
Centre d'Essais en Vol,1
CCI de Saint Malo - Fougères,1
COM COMMUNES QUILLEBEUF SUR SEINE,1
Mairie de GOVEN,1
Ville de Caudebec-lès-Elbeuf,1
ETS PUBLIC FONCIER LOCAL DE LA MAYENNE,1
SYND MIXTE DU PAYS DE COUTANCES,1
CC INTERCOM DU PAYS BRIONNAIS,1
COMMUNE DE LES BOIS D ANJOU,1
SYND VOCATION SCOL EC ELEMENTAIRES MAT,1
COMMUNE DES GRANDES VENTES,1
Rectorat de l'Académie de Dijon,1
COMMUNE DE NOJEON EN VEXIN,1
ASS SYND D IRRIGATION DES CHAMBONS,1
SA D'HLM LE FOYER DU TOIT FAMILIAL,1
UNION SOC POUR HABITAT HTE NORMANDIE,1
HOPITAL PIERRE DELAROCHE,1
service historique de la défense,1
MIOMCT/DGGN/GENDARMERIE/RGBRET,1
Prefecture de l'Yonne,1
SI ALIMENTATION EAU POTABLE SANNERVILL,1
COMMUNE DE SAINT PAIR SUR MER,1
SIVOM DE LA BAIE D'AUDIERNE,1
Régie Immobilière de la Ville de Paris,1
ComCom Pays de Châteaulin et du Porzay,1
DIRM Nord Atlantique Manche Ouest,1
DEPARTEMENT DES HAUTES-ALPES,1
SEMISO,1
Syndicat Mixte Ellé-Isole-Laïta,1
COMMUNE DE BOSC ROGER SUR BUCHY,1
Ville de Bordeaux,1
Commune de La Jonchère,1
CIRCONSCRIPTION TERRITORRIALE D'UVEA,1
COMMUNE DE TROUVILLE,1
COMMUNE DE ROUGEMONTIERS,1
commune d'Ecrosnes,1
COMMUNE DE PLOUYE,1
SYND INTERCOMMUNALE ADDUCTION EAU BAIE,1
Mairie de Montautour,1
COMMUNE DE ROUTOT,1
Communauté Communes Pays Damville,1
SPL NAS / EPF NORMANDIE,1
COM DE COMMUNES DU PAYS CONDE DRUANCE,1
Communauté Communes Canton de Valmont,1
SIAE de la Vallée d'Eure,1
COMMUNE DE MANNEVILLE LA GOUPIL,1
ALTER SERVICES,1
COMMUNE DE BENOUVILLE,1
CC du Pays de St Gilles Croix de Vie,1
EHPAD RESIDENCE PAPILLON D OR,1
SYMAC,1
SPL Commerce et centre urbain calais,1
MAIRIE QUESSOY,1
GIP Loire Estuaire,1
Lycée Professionnel Francis Jammes,1
Ville de Migennes,1
IMMOBILIERE BASSE SEINE,1
SIAEP du Segreen,1
COMMUNE DE LE CHALANGE,1
SYND MIXTE FONTENAY SUD VENDEE DVLPT,1
RESIDENCE PUBLIQUE MARGUERITE DE ROHAN,1
Chambre d'Agriculture de la Vendée,1
Syndicat Intercommunal du Collège de S,1
COMMUNE DE SAINT OUEN DES CHAMPS,1
S I A E P DE LA REGION DE VALOGNES,1
COMMUNAUTE COMMUNES PAYS GD FOUGERAY,1
COMMUNE DE DOUVRES LA DELIVRANDE,1
Office de Tourisme Grand Evreux,1
CC du Bray Normand,1
COMMUNE DE CONGE SUR ORNE,1
Louvigné Communauté,1
Syndicat Mixte Parc Dév. Laval Mayenne,1
Commune de FONTENAI LES LOUVETS,1
MISSION REGIONALE ACHATS MIDI PYRENEES,1
LYCEE GEN ET TECHNOLOGIQUE ST EXUPERY,1
CIRQUE THEATRE D ELBEUF,1
La Caisse RSI de Haute-Normandie,1
COMMUNE DE LES VENTES DE BOURSE,1
SYDAR,1
PFEE / SEINERGY LAB,1
commune de sainte-anne d'Auray,1
COMMUNE DE SAINT GREGOIRE DU VIEVRE,1
COMMUNE DE BUIS SUR DAMVILLE,1
GCSMC,1
SCCV L ARCHIPEL,1
SIAEPA LONGUEVILLE EST,1
COMMUNE DE ROLLEVILLE,1
AP-HM,1
Pays de bégard,1
commune veauville les quelles,1
COMMUNE DE CHATILLON SUR COLMONT,1
COM DE COMMUNES DU PAYS DE SILLE,1
CROUS de Poitiers,1
MAIRIE DES MESNULS,1
Mairie de Poullaouen,1
FONDAT REGION OUEST LIGUE CANCER,1
REST INTERHOSPITALIERE BLAVET SCORRF,1
LYCEE PROFESSIONNEL MAR DE ST MALO,1
SIA DE BELLEME,1
SMAEP Montsoreau - Candes,1
RESIDENCE HELIANTHEME EHPAD,1
COMMUNE DE SAINT THELO,1
SPL CAUX SEINE DEVELOPPEMENT,1
COMMUNE D ILE TUDY,1
ASSOC GEST REST INTERADMINISTRATIF DEP,1
COMMUNE DE SAINT PABU,1
COMMUNAUTE DE COMMUNES PAYS BELMONTAIS,1
CCL LONDINIERES,1
Communauté communes Région de Pleyben,1
COMMUNE DE SAINT PAUL DE FOURQUES,1
COMMUNE DE SAINT VOUGAY,1
MAIRIE DE CHAUFFOURS,1
SGAP Sud Ouest,1
commune de gauciel,1
COMMUNE DE KERLAZ,1
COMMUNE DE QUITTEBEUF,1
COMMUNE DE RADEPONT,1
MJL/SG/2S2M/SDI/SIPJP,1
CC Pays de Châteaugiron,1
Le Touquet Paris-Plage-Tourisme,1
MDPH72,1
COMMUNE DE TORCE EN VALLEE,1
Commune d'Angoulême,1
Conseil Général Hauts-de-Seine,1
COMMUNE DE SAINT THEGONNEC LOC EGUINER,1
COMMUNE DE SAINT JEAN DU CARDONNAY,1
commune de Saint-Ouen-de-la-Cour,1
COMMUNE DE GOUY,1
COMMUNE DE ROEZE SUR SARTHE,1
AULAB,1
COMMUNE DE VITOT,1
CANTINE CTRE DES FIN PUBLIQUES CHOLET,1
MAIRIE DE NOTRE DAME DU PE,1
Commune de Sérifontaine,1
VILLE AUNEAU-BLEURY-ST-SYMPHORIEN,1
EPSMS du pays de Challans,1
HABITATION FAMILIALE et ses SCCV,1
FPSPP,1
CA DU COTENTIN,1
Conseil Régional d'Ile-de-France,1
Syndicat des eaux de Kermorvan,1
Chambre Agriculture Morbihan,1
Ass Usagers Restaurant CFP Chateau Olo,1
FOYER D ACCUEIL MEDICALISE GOANAG,1
Mairie du 19ème arrondissement,1
COMMUNE DE CHARLEVAL,1
SYND D EAU ASSAINISSEMENT PAQUETTERIE,1
COMMUNE DE SAINT BARTHELEMY,1
EHPAD MONTFORT,1
SI Gymnases Collège Maintenon,1
GIP PAYS DE VANNES,1
COMMUNE DE HANVEC,1
COMMUNE DE EPREVILLE EN LIEUVIN,1
Mairie de Conteville,1
COMMUNE DE SANDOUVILLE,1
CC du Pays de Fontenay Le Comte,1
Agence de l'eau Rhin-Meuse,1
ALTER PUBLIC,1
Commune de la limouzinière,1
Commune de mesnil raoul,1
S.C.E.T.,1
COMM NAL DE L INFORM ET DES LIBERTES,1
EPLEFPA de Loir-et-Cher,1
EPCC Theatre de Lorient,1
Commune de Moutiers les Mauxfaits,1
CTRE COM ACTION SOCIALE DE ISSOUDUN,1
Ministère économie et finances - DAJ,1
SIAEP EVREUX NORD,1
Ville de La Plaine Sur Mer,1
GCS Pôle Maubreuil et la Tourmaline,1
Ville de Koungou,1
ASPRY,1
LA VACHERIE,1
COMMUNE DE CANY BARVILLE,1
E.F.V.O.L.,1
CCAS de Chemillé-en-Anjou,1
GENDARMERIE BASSE-NORMANDIE,1
Commune d'Edern,1
CARSAT NORD EST,1
MAIRIE DE SAINT-PIERRE,1
DIRM NAMO - DIESM - SPBB,1
Commune de Berd'huis,1
Commune de Rou-Marson (49),1
Ville de Cugand,1
SITER de Quimperlé,1
SAEP DE LA CHARENTONNE,1
Association Paris Seine Normandie,1
Commune de Gauville la Campagne,1
Montreuil Sur Ille,1
SA HLM Toit et Joie,1
Ville de Fontenay sous Bois,1
SI DU BASSIN DU CHEVRE,1
Ville de Bacqueville en Caux,1
COMMUNE DE LOGUIVY-PLOUGRAS,1
ASPC,1
LYCEE PROFESSIONNEL COLBERT,1
COMMUNE DE SAINTE CROIX SUR BUCHY,1
SPL Aquabowling des falaises,1
